example_id,split_0,split_1,split_2,split_3,split_4
3019,train,train,train,valid,train
3793,valid,train,train,train,train
9187,train,train,valid,train,train
9033,train,train,train,valid,train
6611,train,valid,train,train,train
7134,train,train,valid,train,train
3373,valid,train,train,train,train
4466,train,train,valid,train,train
7988,train,valid,train,train,train
295,valid,train,train,train,train
239,train,train,train,train,valid
7710,train,train,train,valid,train
3014,train,train,train,valid,train
5815,valid,train,train,train,train
2550,train,train,valid,train,train
4207,train,train,train,train,valid
4932,train,train,valid,train,train
9090,train,train,train,train,valid
2589,train,train,train,train,valid
4117,train,train,valid,train,train
6863,train,valid,train,train,train
5226,train,valid,train,train,train
7449,train,valid,train,train,train
1878,train,train,train,train,valid
3694,train,train,train,train,valid
5504,train,train,train,train,valid
4791,train,valid,train,train,train
5804,train,valid,train,train,train
3934,train,train,train,valid,train
4844,train,train,valid,train,train
9144,train,train,train,train,valid
5037,valid,train,train,train,train
450,valid,train,train,train,train
7746,train,train,valid,train,train
2656,train,train,train,train,valid
5757,train,train,train,train,valid
739,valid,train,train,train,train
718,train,train,valid,train,train
5106,train,train,train,train,valid
2213,valid,train,train,train,train
4334,train,train,valid,train,train
2903,train,valid,train,train,train
1535,train,train,train,train,valid
1550,train,train,train,train,valid
7198,train,train,train,train,valid
8855,train,train,valid,train,train
9920,train,train,train,train,valid
4982,train,train,train,train,valid
2152,valid,train,train,train,train
6921,valid,train,train,train,train
6698,train,valid,train,train,train
5055,valid,train,train,train,train
2563,train,train,train,train,valid
8303,train,valid,train,train,train
9724,valid,train,train,train,train
6136,train,valid,train,train,train
2778,train,train,valid,train,train
5789,train,train,train,train,valid
6530,train,train,train,train,valid
3751,train,train,train,valid,train
8670,train,train,train,train,valid
2102,train,train,train,train,valid
4559,valid,train,train,train,train
3297,train,train,train,valid,train
8720,train,valid,train,train,train
643,train,train,valid,train,train
1329,train,train,train,train,valid
9467,valid,train,train,train,train
736,valid,train,train,train,train
369,train,train,train,train,valid
7500,train,train,train,train,valid
3453,train,valid,train,train,train
553,train,train,train,train,valid
1438,train,train,train,valid,train
2553,train,train,train,train,valid
6340,train,valid,train,train,train
628,train,train,valid,train,train
4788,train,train,train,valid,train
4875,train,train,valid,train,train
6215,train,train,train,valid,train
5242,train,train,valid,train,train
6278,train,valid,train,train,train
2382,valid,train,train,train,train
274,train,valid,train,train,train
5437,train,valid,train,train,train
5467,train,train,valid,train,train
49,train,train,train,valid,train
5949,train,train,train,train,valid
7907,train,train,train,train,valid
6794,valid,train,train,train,train
1259,train,train,train,valid,train
1500,train,train,train,train,valid
186,train,train,train,train,valid
2573,train,train,train,valid,train
8540,train,train,train,train,valid
7957,valid,train,train,train,train
7574,train,train,train,train,valid
7455,train,train,train,train,valid
1640,train,train,valid,train,train
5265,valid,train,train,train,train
8994,train,valid,train,train,train
5517,train,valid,train,train,train
8168,valid,train,train,train,train
9785,valid,train,train,train,train
1173,valid,train,train,train,train
1120,train,valid,train,train,train
1913,train,train,valid,train,train
2552,train,train,valid,train,train
8835,train,valid,train,train,train
3760,train,train,train,valid,train
7477,train,train,train,valid,train
3123,train,valid,train,train,train
6351,train,train,valid,train,train
488,train,train,train,train,valid
4743,train,train,valid,train,train
2473,train,train,train,valid,train
114,valid,train,train,train,train
3470,train,valid,train,train,train
8545,train,train,train,train,valid
863,train,valid,train,train,train
6463,train,valid,train,train,train
4958,train,valid,train,train,train
7633,train,valid,train,train,train
5734,train,train,train,train,valid
6119,train,train,train,train,valid
8457,train,valid,train,train,train
3565,train,train,train,valid,train
3281,train,train,valid,train,train
3189,train,train,train,train,valid
440,train,train,train,valid,train
3011,train,train,train,train,valid
7067,train,train,valid,train,train
4658,train,train,train,train,valid
2436,train,valid,train,train,train
7057,train,train,train,train,valid
4089,train,valid,train,train,train
8006,train,train,valid,train,train
3774,valid,train,train,train,train
6213,train,train,train,train,valid
5717,valid,train,train,train,train
8966,train,train,valid,train,train
4079,train,valid,train,train,train
499,train,train,valid,train,train
6382,train,train,train,valid,train
9807,train,valid,train,train,train
961,train,train,train,valid,train
2959,train,train,valid,train,train
834,train,valid,train,train,train
7252,valid,train,train,train,train
6686,valid,train,train,train,train
3128,train,train,train,valid,train
5309,train,train,train,valid,train
3674,valid,train,train,train,train
3668,train,valid,train,train,train
2679,valid,train,train,train,train
9458,train,valid,train,train,train
7445,valid,train,train,train,train
5632,train,valid,train,train,train
9026,train,train,train,train,valid
2257,train,train,train,valid,train
6973,train,valid,train,train,train
3051,train,valid,train,train,train
1478,valid,train,train,train,train
4380,valid,train,train,train,train
1650,train,train,train,train,valid
5330,train,train,valid,train,train
8430,valid,train,train,train,train
604,train,train,train,train,valid
597,train,train,train,valid,train
9859,train,train,train,train,valid
8532,valid,train,train,train,train
52,train,train,valid,train,train
9317,train,train,train,valid,train
3168,train,train,train,valid,train
7990,train,valid,train,train,train
4764,valid,train,train,train,train
8383,train,train,train,valid,train
9441,train,train,train,valid,train
5283,valid,train,train,train,train
9546,train,train,train,train,valid
361,train,valid,train,train,train
1022,train,train,valid,train,train
8916,valid,train,train,train,train
5472,valid,train,train,train,train
5944,train,valid,train,train,train
2084,train,valid,train,train,train
6918,train,train,train,valid,train
7999,train,train,train,train,valid
6933,train,train,train,train,valid
9456,valid,train,train,train,train
5192,train,train,train,valid,train
3350,valid,train,train,train,train
3773,valid,train,train,train,train
5919,train,valid,train,train,train
6966,valid,train,train,train,train
5798,train,train,valid,train,train
90,train,train,valid,train,train
7731,train,train,train,train,valid
6838,train,valid,train,train,train
1465,train,train,valid,train,train
4378,train,train,valid,train,train
4376,train,valid,train,train,train
6355,train,valid,train,train,train
6850,train,train,train,train,valid
3881,train,train,train,train,valid
9885,train,train,train,train,valid
4226,train,train,train,train,valid
1165,train,valid,train,train,train
796,train,train,train,train,valid
6294,valid,train,train,train,train
2172,train,train,train,valid,train
5715,train,train,train,valid,train
4194,train,valid,train,train,train
165,train,train,valid,train,train
4929,valid,train,train,train,train
5142,train,train,valid,train,train
2355,valid,train,train,train,train
2855,train,train,valid,train,train
9172,train,train,valid,train,train
2276,train,valid,train,train,train
4216,train,valid,train,train,train
3384,valid,train,train,train,train
7097,train,valid,train,train,train
663,train,train,train,valid,train
7456,train,train,train,valid,train
1418,train,valid,train,train,train
1229,valid,train,train,train,train
7854,train,valid,train,train,train
2169,train,valid,train,train,train
7626,valid,train,train,train,train
1268,valid,train,train,train,train
1689,train,train,train,valid,train
4437,valid,train,train,train,train
8603,train,train,train,valid,train
1139,train,train,valid,train,train
2240,valid,train,train,train,train
431,train,train,train,valid,train
6892,train,train,train,train,valid
1735,train,train,valid,train,train
1450,train,train,valid,train,train
5675,train,train,valid,train,train
7169,train,train,valid,train,train
2358,valid,train,train,train,train
4186,train,valid,train,train,train
7163,train,valid,train,train,train
4443,train,train,train,train,valid
6673,valid,train,train,train,train
1818,train,train,valid,train,train
4406,train,train,valid,train,train
5324,train,valid,train,train,train
3056,train,valid,train,train,train
9194,valid,train,train,train,train
3018,valid,train,train,train,train
7785,train,valid,train,train,train
7364,train,train,valid,train,train
6588,train,train,train,valid,train
8794,train,train,train,valid,train
6182,train,train,train,train,valid
6815,train,valid,train,train,train
4276,train,train,valid,train,train
9907,train,valid,train,train,train
4083,train,train,valid,train,train
6212,train,train,train,valid,train
5914,valid,train,train,train,train
4809,train,train,train,train,valid
875,train,valid,train,train,train
242,train,valid,train,train,train
1180,train,train,valid,train,train
7099,train,train,train,train,valid
1262,train,valid,train,train,train
6601,train,train,valid,train,train
3758,train,train,train,valid,train
6297,train,train,valid,train,train
1381,train,train,valid,train,train
39,train,train,train,valid,train
8769,valid,train,train,train,train
3940,train,train,train,valid,train
5409,train,valid,train,train,train
7202,valid,train,train,train,train
8625,train,train,valid,train,train
4147,valid,train,train,train,train
9206,train,train,train,valid,train
4742,train,train,valid,train,train
7439,train,valid,train,train,train
1190,train,valid,train,train,train
6570,train,train,train,valid,train
2972,train,valid,train,train,train
1787,valid,train,train,train,train
8956,valid,train,train,train,train
7598,train,train,train,valid,train
7642,train,valid,train,train,train
7520,train,valid,train,train,train
7230,train,train,valid,train,train
3271,train,train,train,valid,train
4852,train,train,train,train,valid
9274,train,valid,train,train,train
9648,train,train,train,valid,train
4356,train,train,train,train,valid
1835,valid,train,train,train,train
8626,train,train,train,train,valid
1877,train,train,train,valid,train
6708,train,valid,train,train,train
1160,train,train,train,train,valid
1564,train,train,train,train,valid
4180,valid,train,train,train,train
8065,train,train,train,train,valid
4156,train,train,train,valid,train
5916,valid,train,train,train,train
5215,valid,train,train,train,train
4502,train,valid,train,train,train
5241,train,train,valid,train,train
5571,train,train,train,train,valid
5933,train,train,train,valid,train
3539,train,train,train,train,valid
7780,train,train,train,train,valid
2919,valid,train,train,train,train
4309,train,train,train,train,valid
611,train,valid,train,train,train
9728,train,train,train,train,valid
7536,train,train,train,valid,train
9931,train,valid,train,train,train
5832,train,train,train,train,valid
3433,train,train,train,train,valid
2081,train,valid,train,train,train
1141,train,train,valid,train,train
1154,train,train,train,train,valid
4792,train,train,train,train,valid
4196,train,train,train,valid,train
5605,valid,train,train,train,train
5628,train,valid,train,train,train
2787,train,train,valid,train,train
6335,train,train,train,valid,train
144,valid,train,train,train,train
9904,valid,train,train,train,train
3368,valid,train,train,train,train
4386,train,train,train,valid,train
3363,train,train,train,valid,train
7006,train,train,valid,train,train
2777,train,train,train,train,valid
5775,train,train,train,valid,train
3544,train,train,train,train,valid
9019,train,train,train,train,valid
7350,train,train,train,valid,train
3469,train,train,train,train,valid
6486,train,train,valid,train,train
3562,train,train,valid,train,train
6456,train,train,train,valid,train
2945,train,train,valid,train,train
6868,train,train,train,train,valid
5168,valid,train,train,train,train
909,train,train,train,train,valid
5560,train,train,train,train,valid
5046,train,train,train,valid,train
7510,train,valid,train,train,train
1005,valid,train,train,train,train
1753,valid,train,train,train,train
932,train,train,train,valid,train
4643,train,valid,train,train,train
1033,valid,train,train,train,train
4066,train,train,valid,train,train
9402,valid,train,train,train,train
5851,train,train,valid,train,train
8380,train,valid,train,train,train
7325,train,train,train,train,valid
6787,train,train,valid,train,train
1821,train,valid,train,train,train
1716,train,valid,train,train,train
9894,train,train,train,valid,train
7262,valid,train,train,train,train
1490,train,train,train,train,valid
2178,train,train,valid,train,train
8777,train,train,train,train,valid
2763,train,valid,train,train,train
9940,valid,train,train,train,train
3111,train,train,train,valid,train
1457,train,train,train,valid,train
7627,valid,train,train,train,train
8326,train,train,train,train,valid
6870,train,train,train,train,valid
5921,train,train,valid,train,train
7733,train,train,train,train,valid
8137,train,valid,train,train,train
6437,train,valid,train,train,train
4626,train,train,valid,train,train
2723,train,train,train,valid,train
230,train,valid,train,train,train
6103,train,valid,train,train,train
3162,train,train,train,valid,train
3697,train,train,valid,train,train
3178,train,train,valid,train,train
5966,train,train,train,valid,train
776,train,valid,train,train,train
6668,train,train,valid,train,train
3798,train,train,train,train,valid
5355,train,train,valid,train,train
3311,train,train,valid,train,train
5564,valid,train,train,train,train
9554,train,valid,train,train,train
2283,train,train,valid,train,train
2051,valid,train,train,train,train
9071,train,train,train,train,valid
1172,train,train,train,train,valid
7519,train,valid,train,train,train
7208,train,valid,train,train,train
9870,train,valid,train,train,train
3834,train,train,valid,train,train
3912,train,train,valid,train,train
6823,train,valid,train,train,train
8266,train,train,train,train,valid
5584,train,valid,train,train,train
6830,train,train,train,train,valid
4887,train,train,valid,train,train
1875,train,train,train,valid,train
119,train,train,valid,train,train
1391,train,train,train,valid,train
5119,train,train,valid,train,train
7496,valid,train,train,train,train
5624,train,train,valid,train,train
3538,valid,train,train,train,train
1031,train,valid,train,train,train
1675,train,train,train,train,valid
3728,valid,train,train,train,train
2214,train,valid,train,train,train
9486,train,train,valid,train,train
8174,train,train,train,valid,train
8607,train,train,valid,train,train
5408,train,train,train,train,valid
7288,train,train,valid,train,train
4758,valid,train,train,train,train
631,valid,train,train,train,train
1545,train,valid,train,train,train
1653,train,valid,train,train,train
6262,train,train,train,valid,train
2591,train,train,train,valid,train
7620,train,train,valid,train,train
8501,valid,train,train,train,train
8449,train,train,train,valid,train
6646,train,valid,train,train,train
9890,train,train,train,train,valid
5524,train,train,valid,train,train
3309,train,train,train,valid,train
8605,train,train,train,train,valid
216,train,train,valid,train,train
7648,train,train,train,valid,train
5041,train,train,train,train,valid
3503,train,valid,train,train,train
6555,train,valid,train,train,train
1052,valid,train,train,train,train
9591,train,valid,train,train,train
2667,train,train,train,train,valid
5561,train,valid,train,train,train
5260,train,train,valid,train,train
8513,train,train,valid,train,train
5639,train,train,valid,train,train
7418,train,train,train,train,valid
5525,train,valid,train,train,train
1378,train,train,train,valid,train
9438,train,train,train,valid,train
2638,train,train,train,train,valid
3270,train,train,train,valid,train
9875,train,valid,train,train,train
5859,train,train,valid,train,train
4577,train,train,train,train,valid
6978,valid,train,train,train,train
9009,train,valid,train,train,train
695,valid,train,train,train,train
270,train,train,train,valid,train
1145,train,train,train,valid,train
5151,train,train,train,train,valid
4602,valid,train,train,train,train
3052,valid,train,train,train,train
2168,train,train,train,valid,train
8037,train,train,valid,train,train
6636,train,train,train,valid,train
1830,train,train,train,train,valid
7238,train,train,valid,train,train
8499,valid,train,train,train,train
4962,train,train,valid,train,train
1083,train,train,train,train,valid
3085,train,valid,train,train,train
6417,train,train,train,valid,train
9188,train,train,train,valid,train
2686,train,train,valid,train,train
335,train,valid,train,train,train
9929,train,train,train,valid,train
9010,valid,train,train,train,train
8497,train,valid,train,train,train
405,train,train,valid,train,train
5124,train,train,train,train,valid
3182,train,train,train,valid,train
2117,valid,train,train,train,train
5668,train,valid,train,train,train
7729,train,valid,train,train,train
6484,train,train,valid,train,train
2618,train,train,train,train,valid
8912,valid,train,train,train,train
9645,train,train,valid,train,train
2616,train,train,train,valid,train
9815,train,train,train,train,valid
4567,train,train,valid,train,train
9115,train,train,valid,train,train
8711,train,valid,train,train,train
3513,train,valid,train,train,train
5250,train,train,train,valid,train
3925,train,train,train,valid,train
64,train,valid,train,train,train
6824,train,train,train,valid,train
1002,valid,train,train,train,train
6961,train,train,train,train,valid
7278,valid,train,train,train,train
8048,train,train,train,train,valid
7778,valid,train,train,train,train
4669,train,train,train,train,valid
311,train,valid,train,train,train
912,train,train,train,train,valid
213,train,train,train,train,valid
9089,train,train,train,train,valid
7184,train,valid,train,train,train
5911,train,train,train,valid,train
7337,valid,train,train,train,train
4103,train,train,train,valid,train
9552,valid,train,train,train,train
7871,train,train,train,train,valid
8056,train,train,valid,train,train
376,train,valid,train,train,train
7048,train,valid,train,train,train
7857,train,train,valid,train,train
6306,train,train,train,valid,train
7064,train,train,train,train,valid
5178,train,train,train,train,valid
634,train,valid,train,train,train
4446,train,train,train,valid,train
6882,train,train,valid,train,train
4517,train,train,train,valid,train
6305,train,train,train,train,valid
1363,valid,train,train,train,train
3107,train,train,train,train,valid
6544,train,train,valid,train,train
4945,train,train,valid,train,train
5223,train,train,train,train,valid
5730,train,train,valid,train,train
8567,train,train,valid,train,train
9886,train,train,train,valid,train
6575,train,train,valid,train,train
6651,valid,train,train,train,train
6257,train,train,valid,train,train
9120,train,valid,train,train,train
7272,train,train,valid,train,train
6066,train,train,valid,train,train
9573,train,train,train,valid,train
6692,train,valid,train,train,train
2076,train,train,train,train,valid
1994,valid,train,train,train,train
9047,train,train,train,valid,train
717,valid,train,train,train,train
8940,train,train,valid,train,train
1551,train,valid,train,train,train
2295,valid,train,train,train,train
4118,valid,train,train,train,train
6524,train,valid,train,train,train
3557,train,valid,train,train,train
7179,train,train,train,valid,train
2958,train,train,train,train,valid
1309,valid,train,train,train,train
3310,train,train,train,valid,train
9471,valid,train,train,train,train
5404,valid,train,train,train,train
4411,train,valid,train,train,train
6304,valid,train,train,train,train
1085,train,train,train,valid,train
7499,train,train,train,train,valid
1734,train,train,train,train,valid
6028,valid,train,train,train,train
6418,train,train,train,valid,train
7899,train,train,valid,train,train
5600,train,train,train,valid,train
5488,train,train,train,valid,train
7966,train,train,train,train,valid
8987,train,train,train,valid,train
7459,valid,train,train,train,train
5313,valid,train,train,train,train
424,train,train,valid,train,train
7124,train,train,valid,train,train
7750,valid,train,train,train,train
9863,valid,train,train,train,train
4817,train,train,train,train,valid
6580,train,valid,train,train,train
8197,valid,train,train,train,train
9526,train,train,train,valid,train
6321,valid,train,train,train,train
6718,valid,train,train,train,train
4448,valid,train,train,train,train
1292,train,valid,train,train,train
5994,train,train,train,valid,train
7431,valid,train,train,train,train
5318,train,train,valid,train,train
4200,train,valid,train,train,train
8834,train,train,train,valid,train
5996,train,valid,train,train,train
6667,train,train,valid,train,train
672,train,valid,train,train,train
2323,train,valid,train,train,train
4999,valid,train,train,train,train
7658,train,train,train,train,valid
8772,valid,train,train,train,train
8157,train,valid,train,train,train
7345,train,train,train,train,valid
1289,valid,train,train,train,train
4381,train,train,valid,train,train
6019,train,train,train,train,valid
8606,train,valid,train,train,train
5231,train,valid,train,train,train
8672,valid,train,train,train,train
3857,valid,train,train,train,train
8862,train,train,train,train,valid
9326,train,train,train,train,valid
9650,train,train,train,train,valid
1436,valid,train,train,train,train
3983,train,train,valid,train,train
3015,train,train,valid,train,train
3223,train,valid,train,train,train
9811,train,train,train,valid,train
393,valid,train,train,train,train
2139,train,train,valid,train,train
9074,train,train,train,valid,train
261,train,train,train,train,valid
6290,train,train,train,valid,train
8299,train,train,train,valid,train
9897,train,train,valid,train,train
9765,train,train,valid,train,train
1513,train,valid,train,train,train
3072,train,train,train,train,valid
2939,valid,train,train,train,train
1382,train,train,valid,train,train
3822,train,valid,train,train,train
7213,train,train,train,valid,train
7266,train,train,train,train,valid
4224,valid,train,train,train,train
5100,valid,train,train,train,train
9579,train,train,valid,train,train
8854,train,train,valid,train,train
2157,train,valid,train,train,train
6518,valid,train,train,train,train
4426,train,train,train,train,valid
2681,valid,train,train,train,train
156,valid,train,train,train,train
6442,train,train,train,valid,train
2431,valid,train,train,train,train
8392,train,train,valid,train,train
6159,valid,train,train,train,train
5293,train,train,train,valid,train
2269,valid,train,train,train,train
2341,train,valid,train,train,train
719,train,train,valid,train,train
4530,train,train,valid,train,train
2273,train,train,train,train,valid
2866,train,valid,train,train,train
3496,train,train,valid,train,train
4519,train,train,valid,train,train
1121,train,train,train,valid,train
8864,train,train,valid,train,train
9740,train,train,valid,train,train
7846,valid,train,train,train,train
4152,train,train,train,valid,train
6460,train,train,train,train,valid
8936,valid,train,train,train,train
5678,train,train,train,train,valid
2170,train,train,valid,train,train
7447,valid,train,train,train,train
3028,train,train,train,train,valid
3526,valid,train,train,train,train
2454,train,train,train,valid,train
1422,train,train,valid,train,train
9292,valid,train,train,train,train
2970,valid,train,train,train,train
3980,train,train,valid,train,train
7145,train,valid,train,train,train
8698,train,train,valid,train,train
853,valid,train,train,train,train
3804,valid,train,train,train,train
6380,train,train,valid,train,train
4371,train,train,train,train,valid
7884,train,valid,train,train,train
915,train,train,valid,train,train
8200,valid,train,train,train,train
6851,train,train,train,train,valid
2017,train,train,valid,train,train
6719,train,train,train,valid,train
8514,train,valid,train,train,train
2251,train,valid,train,train,train
6857,train,train,train,train,valid
3722,train,train,valid,train,train
54,valid,train,train,train,train
3269,train,train,train,valid,train
8656,train,train,train,valid,train
208,train,train,train,valid,train
5049,train,train,train,valid,train
8839,train,train,valid,train,train
8434,train,valid,train,train,train
3298,train,train,train,train,valid
8484,train,train,train,train,valid
2056,valid,train,train,train,train
6631,valid,train,train,train,train
5946,train,valid,train,train,train
4754,train,train,train,valid,train
6521,train,train,train,train,valid
2359,train,train,train,valid,train
1988,train,valid,train,train,train
1231,valid,train,train,train,train
4586,train,train,valid,train,train
7017,train,train,train,valid,train
3718,train,train,train,valid,train
4101,train,train,train,valid,train
7684,train,train,valid,train,train
6147,train,train,valid,train,train
6358,train,train,valid,train,train
3106,train,train,train,valid,train
2318,train,train,train,valid,train
5353,train,train,valid,train,train
5019,train,train,train,valid,train
2045,train,train,train,train,valid
8049,train,train,train,train,valid
7862,train,train,train,valid,train
8212,train,train,train,valid,train
9257,train,train,train,valid,train
7931,train,train,train,valid,train
1485,train,train,train,train,valid
9460,train,train,train,train,valid
10,train,train,valid,train,train
8196,train,valid,train,train,train
6365,train,valid,train,train,train
8978,train,valid,train,train,train
544,train,train,train,valid,train
2983,valid,train,train,train,train
9005,train,train,train,train,valid
2344,train,train,train,valid,train
7687,train,train,train,train,valid
6788,valid,train,train,train,train
1122,train,train,train,valid,train
7189,train,train,train,valid,train
6690,train,train,valid,train,train
1579,valid,train,train,train,train
2674,train,valid,train,train,train
4042,train,train,valid,train,train
7616,train,train,valid,train,train
6600,train,train,valid,train,train
2042,valid,train,train,train,train
6662,train,train,valid,train,train
7291,valid,train,train,train,train
6931,train,train,valid,train,train
8458,train,valid,train,train,train
8630,train,train,valid,train,train
4965,valid,train,train,train,train
9305,train,train,train,valid,train
1538,train,valid,train,train,train
4433,valid,train,train,train,train
8268,train,train,valid,train,train
9864,train,valid,train,train,train
8826,train,train,valid,train,train
2898,train,train,valid,train,train
6884,train,valid,train,train,train
1420,train,train,valid,train,train
2843,train,valid,train,train,train
8643,train,train,train,train,valid
2825,train,valid,train,train,train
7548,valid,train,train,train,train
5475,valid,train,train,train,train
8914,train,train,train,valid,train
2644,train,train,train,valid,train
3710,valid,train,train,train,train
7893,train,train,train,train,valid
4357,train,train,valid,train,train
3012,train,valid,train,train,train
936,train,train,valid,train,train
3446,train,train,train,valid,train
7355,train,train,train,valid,train
2640,train,train,train,valid,train
6516,train,train,valid,train,train
7912,train,train,train,valid,train
7131,train,valid,train,train,train
2868,train,valid,train,train,train
8283,train,train,valid,train,train
2100,train,train,valid,train,train
1949,train,valid,train,train,train
419,train,train,train,train,valid
2861,valid,train,train,train,train
3211,valid,train,train,train,train
1789,valid,train,train,train,train
4594,train,train,valid,train,train
3529,train,valid,train,train,train
8942,train,train,train,valid,train
9512,train,valid,train,train,train
5145,train,train,train,valid,train
2969,train,valid,train,train,train
3026,train,train,valid,train,train
346,train,train,train,train,valid
2427,train,valid,train,train,train
8004,train,train,train,train,valid
1510,valid,train,train,train,train
4520,train,train,train,valid,train
7559,train,train,valid,train,train
2224,train,valid,train,train,train
6801,train,train,train,train,valid
654,train,train,train,valid,train
8681,valid,train,train,train,train
3611,valid,train,train,train,train
7821,train,train,train,train,valid
5769,train,train,valid,train,train
6650,train,train,train,valid,train
306,train,valid,train,train,train
2521,valid,train,train,train,train
9961,valid,train,train,train,train
4757,train,valid,train,train,train
8640,train,train,train,valid,train
5498,valid,train,train,train,train
1521,train,train,valid,train,train
801,valid,train,train,train,train
4518,train,train,valid,train,train
2206,train,train,train,valid,train
6641,train,train,train,train,valid
7836,train,train,train,valid,train
8697,train,train,valid,train,train
8460,train,train,valid,train,train
802,train,train,train,valid,train
5396,valid,train,train,train,train
1469,valid,train,train,train,train
9691,valid,train,train,train,train
188,train,train,train,train,valid
400,train,train,train,train,valid
3606,train,valid,train,train,train
7529,valid,train,train,train,train
1816,train,train,train,train,valid
5971,train,valid,train,train,train
66,train,valid,train,train,train
3906,train,train,train,train,valid
8321,train,train,valid,train,train
2176,train,valid,train,train,train
2322,train,train,valid,train,train
771,train,train,valid,train,train
2459,train,train,train,train,valid
7657,train,train,train,train,valid
3671,valid,train,train,train,train
100,train,train,valid,train,train
5369,train,train,train,valid,train
9555,train,train,valid,train,train
795,train,train,train,valid,train
1715,train,valid,train,train,train
9151,train,train,train,train,valid
2158,train,train,valid,train,train
4065,train,valid,train,train,train
1589,train,train,train,train,valid
5348,train,train,valid,train,train
9781,train,train,valid,train,train
5732,valid,train,train,train,train
9147,train,train,valid,train,train
7872,train,train,train,train,valid
8025,train,train,valid,train,train
4296,train,train,train,train,valid
1985,valid,train,train,train,train
5173,train,train,train,valid,train
7296,train,valid,train,train,train
625,train,train,train,train,valid
8357,valid,train,train,train,train
1567,train,train,train,train,valid
3882,train,valid,train,train,train
841,train,train,valid,train,train
8241,train,train,train,train,valid
542,train,valid,train,train,train
5483,valid,train,train,train,train
2028,valid,train,train,train,train
8302,train,valid,train,train,train
7980,train,train,valid,train,train
6175,valid,train,train,train,train
8451,train,train,train,train,valid
1392,train,train,valid,train,train
1223,train,train,train,valid,train
7412,train,valid,train,train,train
1325,train,train,train,valid,train
7756,train,train,valid,train,train
1293,train,train,train,train,valid
6206,train,train,train,valid,train
5101,train,train,valid,train,train
7569,train,train,valid,train,train
6819,train,train,train,valid,train
4771,train,train,train,train,valid
3536,train,train,valid,train,train
4429,valid,train,train,train,train
438,valid,train,train,train,train
3923,valid,train,train,train,train
3913,train,train,valid,train,train
4565,train,train,valid,train,train
5214,train,valid,train,train,train
7268,train,train,valid,train,train
5097,valid,train,train,train,train
370,train,train,train,train,valid
6379,train,train,train,valid,train
6353,train,train,valid,train,train
750,train,train,valid,train,train
1771,train,train,train,train,valid
2433,train,train,train,train,valid
1462,train,train,valid,train,train
356,train,train,train,valid,train
4865,train,train,train,train,valid
6010,valid,train,train,train,train
2432,train,train,train,train,valid
234,train,train,train,train,valid
5811,valid,train,train,train,train
6523,train,train,train,train,valid
6409,train,train,train,train,valid
4831,valid,train,train,train,train
4454,train,train,train,train,valid
3640,train,train,train,valid,train
6793,train,train,train,train,valid
4250,train,train,train,train,valid
4313,train,train,train,train,valid
4553,train,valid,train,train,train
338,valid,train,train,train,train
1374,train,train,train,train,valid
3352,valid,train,train,train,train
7810,train,train,train,train,valid
7665,valid,train,train,train,train
5297,valid,train,train,train,train
8905,valid,train,train,train,train
5086,train,valid,train,train,train
2836,train,train,valid,train,train
27,train,train,valid,train,train
9124,valid,train,train,train,train
308,train,train,valid,train,train
4584,train,valid,train,train,train
5456,train,train,valid,train,train
1188,train,train,train,train,valid
2746,train,train,train,train,valid
2653,train,train,valid,train,train
2264,train,valid,train,train,train
2561,train,train,valid,train,train
8740,valid,train,train,train,train
1125,train,train,train,valid,train
671,train,train,valid,train,train
5096,train,train,valid,train,train
5831,train,train,train,train,valid
8913,train,train,valid,train,train
3892,train,valid,train,train,train
138,valid,train,train,train,train
3022,train,train,valid,train,train
8192,train,train,valid,train,train
7072,train,train,valid,train,train
5585,train,train,valid,train,train
5588,valid,train,train,train,train
2077,train,train,valid,train,train
8504,train,valid,train,train,train
5713,train,train,valid,train,train
833,valid,train,train,train,train
5425,train,train,train,train,valid
6988,train,train,valid,train,train
1419,train,train,train,train,valid
7555,train,train,train,valid,train
9792,train,train,valid,train,train
372,valid,train,train,train,train
9694,train,valid,train,train,train
657,train,train,valid,train,train
9044,valid,train,train,train,train
4769,train,valid,train,train,train
9742,valid,train,train,train,train
423,train,valid,train,train,train
2601,train,train,train,valid,train
3042,valid,train,train,train,train
8251,train,train,valid,train,train
1731,train,train,train,train,valid
2871,train,train,train,valid,train
6053,train,train,train,train,valid
5515,train,train,train,train,valid
3114,train,train,train,valid,train
4158,valid,train,train,train,train
9355,train,train,train,valid,train
7558,train,valid,train,train,train
7399,train,train,train,valid,train
2378,train,train,train,train,valid
1974,train,train,train,valid,train
7481,valid,train,train,train,train
5539,train,train,valid,train,train
5886,train,train,train,train,valid
1635,train,train,train,train,valid
9927,valid,train,train,train,train
6091,train,train,valid,train,train
9653,train,train,valid,train,train
4164,train,valid,train,train,train
1523,train,train,train,valid,train
747,valid,train,train,train,train
8761,train,train,train,train,valid
7863,train,train,train,train,valid
9690,valid,train,train,train,train
8381,train,train,train,valid,train
8226,train,valid,train,train,train
6685,train,train,train,valid,train
343,train,train,train,valid,train
5824,train,train,train,valid,train
2428,valid,train,train,train,train
5536,valid,train,train,train,train
6139,train,train,train,train,valid
5351,train,train,valid,train,train
4431,train,valid,train,train,train
7234,train,train,train,train,valid
2434,train,valid,train,train,train
9289,valid,train,train,train,train
5073,train,train,train,train,valid
